Record,Funder,CIF,EntityGeneral,Entity,Type,TypeSpecific,Lat,Long,ProjectTitle,EnBudget,EnSubsidy,ProjectBudget,ProjectSubsidy,Approved,Year
INNCAD/2021/53,AVI,A96655915,DISMUNTEL SAL,DISMUNTEL SAL,Private for-profit,Medium company,39 12 55,0 25 01,INVESTIGACIÓN DE NUEVOS SISTEMAS Y METODOLOGÍAS DE PRECISIÓN IOT ECO-COMPATIBLES BASADOS EN LA GENERACIÓN DE OZONO PARA EL CONTROL DE PAGAS EN AGRICULTURA,296920.65,207844.46,830067.95,634362.3,1,2021
,,,,,,,,,,,,,,,
INNCAD/2020/16,AVI,A96655915,DISMUNTEL SAL,DISMUNTEL SAL,Private for-profit,Medium company,39 12 55,0 25 01,SISTEMA INTELIGENTE DE PRECISIÓN IoT PARA LA DETECCIÓN Y CONTROL DE PLAGAS Y ENFERMEDADES DE LOS PRODUCTOS VEGETALES EN EL SECTOR AGRIALIMENTARIO,367410.1,229072.73,751706.53,433870.51,1,2020
,,,,,,,,,,,,,,,
INNEST/2020/15,AVI,B96966015,DISEÑO Y CONST MAQUINARIA AUTOMATIZ SL,DISEÑO Y CONST MAQUINARIA AUTOMATIZ SL,Private for-profit,Private for-profit,39 26 25,0 45 45,Desarrollo de estrategias basadas en mejoras de proceso para reducir la incidencia de miopatias y un prototipo para la discriminación de canales por detección de miopatias del pectoral profundo (dpm) a niveles de angina (musculo rojo) o infarto (musc,388987.18,194493.6,754920.9,482954.34,1,2020
INNEST/2022/19,AVI,B54394960,DIFUSION COMUNICACION INTEGRAL SL,DIFUSION COMUNICACION INTEGRAL SL,Private for-profit,Small company,38 42 21,0 28 43,PLATAFORMA DE ANÁLISIS AVANZADO DE TEXTOS CIENTÍFICO-TÉCNICOS PARA LA EXTRACCIÓN DE TENDENCIAS Y CONOCIMIENTO MEDIANTE TÉCNICAS DE PLN,95414.04,57248.42,557041.59,518875.97,1,2022
IMIDCA/2021/31,IVACE,B54434725,DIDES DESIGN SL,DIDES DESIGN SL,Private for-profit,Private for-profit,38 37 13,0 34 52,Desarrollo de un nuevo proceso de inyección de materiales termoplásticos sobre relleno hidrosoluble para la obtención de piezas huecas,51582.5,30949.5,99455.3,59673.18,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
IMIDCA/2018/18,IVACE,B96456553,DEPUTACIÓN DE AGUAS DEL MEDITERRÁNEO SL,DEPUTACIÓN DE AGUAS DEL MEDITERRÁNEO SL,Private for-profit,Private for-profit,39 32 55,0 27 46,"Integración de technologias scanning 3D, BIM, RV y RA para programación, ejecución y simulación de operaciones de mantenimiento de EDARs",77107.25,26987.53,234293.01,113439.69,1,2018
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
IMIDCA/2021/50,IVACE,B98725179,DEKA SOFTWARE LABS SL,DEKA SOFTWARE LABS SL,Private for-profit,Private for-profit,39 27 56,0 22 18,"Desarrollo de un middleware entre sistemas IoT embebidos, geográficamente distribuidos y distintos proveedores de servicios de videollamadas (audio y video) para aplicaciones de baja latencia",129013.96,77408.37,317255.96,152705.17,1,2021
IMIDCA/2020/45,IVACE,B98725179,DEKA SOFTWARE LABS SL,DEKA SOFTWARE LABS SL,Private for-profit,Private for-profit,39 27 56,0 22 18,Gesecur desarrollo de un sistema de trazabilidad y gestión de datos mediante tecnologías de registro distribuido y big data en el sector de la seguridad,39411,23646.6,82131,40734.6,1,2020
,,,,,,,,,,,,,,,
IMIDCA/2020/7,IVACE,A15012180,"DE HEUS NUTRICION ANIMAL, SAU","DE HEUS NUTRICION ANIMAL, SAU",Private for-profit,Private for-profit,39 21 51,0 25 20,"Desarrollo y validación de nuevas estrategias nutricionales y aditivos formulados con compuestos activos fitogénicos (aceites esenciales, polifenoles, alcaloides y organosulforados) y ácidos orgánicos",78200,31280,125341,59564.6,1,2020
IMIDCA/2019/20,IVACE,A15012180,"DE HEUS NUTRICION ANIMAL, SAU","DE HEUS NUTRICION ANIMAL, SAU",Private for-profit,Private for-profit,39 21 51,0 25 20,Ovitech cribado computacional y validación experimental de alternativas fitoquímicas para el tratamiento y cntrol de la coccidosis en la etapa de cebo de pequeños rumiantes,154550,61820,259027.5,124506.5,1,2019
INNEST/2021/348,AVI,B40514416,DAWAKO MEDTECH SOCIEDAD LIMITADA,DAWAKO MEDTECH SOCIEDAD LIMITADA,Private for-profit,Private for-profit,39 30 53,0 25 26,"PLATAFORMA INTELIGENTE PARA LA DETECCIÓN TEMPRANA, AYUDA AL DIAGNÓSTICO Y SEGUIMIENTO DE LA SARCOPENIA",290420.1,230210.44,880546.08,770033.42,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2022/396,AVI,B97623938,DAS PHOTONICS SL,DAS PHOTONICS SL,Private for-profit,Medium company,39 28 52,0 21 30,NUEVA GENERACIÓN DE METASUPERFICIES INTELIGENTES BASADAS EN FABRICACIÓN ADITIVA PARA APLICACIONES ESTRATÉGICAS EN TELECOMUNICACIONES Y BIOMEDICINA,258580,129290,1007690.39,812827.62,1,2022
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2021/353,AVI,B98819501,DARWIN BIOPROSPECTING EXCELLENCE SOCIEDAD LIMITADA,DARWIN BIOPROSPECTING EXCELLENCE SOCIEDAD LIMITADA,Private for-profit,Small company,39 30 53,0 25 26,MICROBIOMAS DE INSECTOS COMO HERRAMIENTA PARA LA VALORIZACIÓN DE RESIDUOS PLÁSTICOS DE ENVASES MULTICAPA,148199.14,118559.33,559608.88,529969.07,1,2021
,,,,,,,,,,,,,,,
INNCAD00/19/041,AVI,B03160520,CREACIONES JOVIAR S.L.,CREACIONES JOVIAR S.L.,Private for-profit,Private for-profit,38 36 53,0 35 46,Economía circular mediante simbiosis industrial de sectores estratégicos de la comunidad valenciana,101817.37,61090.42,603526.66,289415.74,1,2019
,,,,,,,,,,,,,,,
INNEST/2021/4,AVI,B97500433,CPS INFRAESTRUCTURAS MOVILIDAD Y MEDIO AMBIENTE SL,CPS INFRAESTRUCTURAS MOVILIDAD Y MEDIO AMBIENTE SL,Private for-profit,Medium company,39 28 37,0 20 52,MONITORIZACIÓN Y GESTIÓN DEL MANTENIMIENTO PREDICTIVO DE VÍAS INTERURBANAS MEDIANTE TÉCNICAS DE INTELIGENCIA ARTIFICIAL,117114.25,58557.13,656049.42,410451.49,1,2021
IMIDCA/2020/34,IVACE,A97205744,"COTOBLAU, SA","COTOBLAU, SA",Private for-profit,Private for-profit,38 49 37,0 35 33,Investigación y desarrollo de nuevos artículos laminados reciclados y reciclables,94982,47491,264483.85,138442.3,1,2020
,,,,,,,,,,,,,,,
IMIDCA/2019/5,IVACE,A61361796,"COSCO SHIPPING LINES SPAIN, SA","COSCO SHIPPING LINES SPAIN, SA",Private for-profit,Private for-profit,39 27 23,0 20 47,Sistema inteligente de aprendizaje automático para una gestión eficiente de la flota de contenedores por las agencias marítimas locales,80992.32,32396.92,127622.32,60383.92,1,2019
,,,,,,,,,,,,,,,
INNEST/2022/190,AVI,F46027330,COOPERATIVA VALENCIANA DEL CAMP UNIO CRISTIANA,COOPERATIVA VALENCIANA DEL CAMP UNIO CRISTIANA,Cooperatives,Cooperatives,39 12 10,0 18 40,AGRICULTURA DE PRECISIÓN EN EL CULTIVO DEL ARROZ: DETECCIÓN PRECOZ DE SINTOMAS DE PYRICULARIA ORYZAE Y DETERMINACIÓN DE LA DOSIS ÓPTIMA DE FERTILIZANTES MEDIANTE IMÁGENES DE SATÉLITES Y DRONES.,239767.05,191813.64,817626.41,769673,1,2022
INNEST/2020/147,AVI,F12009353,COOPERATIVA AGRICOLA SAN ISIDRO BENICARLO S.COOOP,COOPERATIVA AGRICOLA SAN ISIDRO BENICARLO S.COOOP,Cooperatives,Cooperatives,40 24 48,0 24 13,Valorización de residuos bioplásticos utilizados en plasticultura mediante compostaje industrial para obtención de compost de alto valor añadido,202577.5,96495.51,544798.44,413362.22,1,2020
INNEST/2022/102,AVI,F46025649,COOP. VINICOLA LA VIÑA,COOP. VINICOLA LA VIÑA,Private for-profit,Medium company,38 48 28,0 53 01,DESARROLLOS DE PRODUCTOS COMPOSTABLES SÍMIL CARTÓN A PARTIR DE SUBPRODUCTOS AGRÍCOLAS PROCEDENTES DEL SECTOR VITIVINÍCOLA,217513.9,108756.96,529984.24,421227.3,1,2022
INNEST/2021/31,AVI,F46026068,COOP VINICOLA DE LLIRIA SDAD COOP VALENCIANA,COOP VINICOLA DE LLIRIA SDAD COOP VALENCIANA,Cooperatives,Cooperatives,39 37 42,0 35 55,"NUEVOS TRATAMIENTOS FITOSANITARIOS A PARTIR DE SUSTANCIAS NATURALES, CONTRA LA PLAGA DE PSEUDOCOCCIDOS O COTONET, MEDIANTE APLICACIÓN CONTROLADA",201779,100889.5,716437.71,501318.13,1,2021
INNEST/2022/333,AVI,B98216682,CONTROL DE VERTIDO INDUSTRIAL SL,CONTROL DE VERTIDO INDUSTRIAL SL,Private for-profit,Small company,39 16 40,0 34 15,FILTRACIÓN DE MICROPLÁSTICOS SEGÚN EL MODELO DE CAPTURA EN ORGANISMOS MARINOS MEDITERRÁNEOS,107650.16,64590.09,536825.4,385328.65,1,2022
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2022/285,AVI,Q4601122G,CONSORCIO VALENCIA INTERIOR V-3,CONSORCIO VALENCIA INTERIOR V-3,Other,Other,39 38 15,0 35 28,RECICLADO DE RESIDUOS PLÁSTICOS COMPLEJOS DE MEZCLAS ALGODÓN-POLIESTER,103796.2,103796.2,686599.16,606607.91,1,2022
,,,,,,,,,,,,,,,
INNEST/2021/60,AVI,A46217923,COMERCIAL PROJAR SA,COMERCIAL PROJAR SA,Private for-profit,Private for-profit,39 28 28,0 29 43,CULTIVOS HIDROPÓNICOS PARA INFRAESTRUCTURAS URBANAS BASADOS EN SUBSTRATOS CON SISTEMAS DAC (CAPTURA AMBIENTAL DE CO2),143601.48,107701.11,576342.1,540441.73,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
IMIDCA/2020/24,IVACE,B53040804,"COLORTEC QUIMICA, SL","COLORTEC QUIMICA, SL",Private for-profit,Private for-profit,38 36 59,0 35 44,Desarrollo de perchas con capacidad acaricida mediante el empleo de tecnologías de encapsulación (ACAPER),39202.5,23521.5,124654.76,57702.4,1,2020
INNCAD00/19/069,AVI,B53040804,"COLORTEC QUIMICA, SL","COLORTEC QUIMICA, SL",Private for-profit,Private for-profit,38 36 59,0 35 44,Economía circular mediante simbiosis industrial de sectores estratégicos de la comunidad valenciana,95215.76,47607.9,603526.66,289415.74,1,2019
INNEST/2021/285,AVI,A46557039,COLOROBBIA ESPAÑA SOCIEDAD ANONIMA,COLOROBBIA ESPAÑA SOCIEDAD ANONIMA,Private for-profit,Private for-profit,40 05 05,0 06 05,DESARROLLO DE BALDOSAS CERÁMICAS CON ACTIVIDAD VIRIDICA,221582.69,88633.08,521498.42,291192.81,1,2021
IMIDCA/2020/23,IVACE,A12050050,"COLORKER, SA","COLORKER, SA",Private for-profit,Private for-profit,39 47 03,0 11 03,Desarrollo de un plataforma de mantenimiento predictivo siguiendo principios de clusterización industrial y algoritmos de machine learning adaptivos. Mlpredictive,94881,37952.4,383696.3,171865.32,1,2020
INNCAD00/19/083,AVI,A12054268,COLOR ESMALT S.A.,COLOR ESMALT S.A.,Private for-profit,Private for-profit,40 06 40,0 12 44,Economía circular mediante simbiosis industrial de sectores estratégicos de la comunidad valenciana,95159.43,38063.78,603526.66,289415.74,1,2019
,,,,,,,,,,,,,,,
INNEST/2021/197,AVI,B97686059,COLCHONES DELAX SL,COLCHONES DELAX SL,Private for-profit,Private for-profit,39 12 12,0 30 11,DESARROLLO DE NÚCLEOS DE POLIURETANO (PUR) RECICLADO A PARTIR DE COLCHONES FUERA DE USO (CFU) PARA UNA CONSTRUCCIÓN SOSTENIBLE DE ALTO VALOR AÑADIDO,183369.75,110021.85,655226.2,485371.53,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2021/316,AVI,F46160875,COARVAL COOP.V.,COARVAL COOP.V.,Cooperatives,Cooperatives,39 21 27,0 26 58,NUEVA ESTRATEGIA DE CONTROL DE PSEUDOCÓCCIDOS Y HORMIGAS EN CÍTRICOS Y CAQUI MEIDANTE TRATAMIENTOS DIANA DE RESIDUO CERO CON INSECTICIDAS MICROENCAPSULADOS EN RECUBRIMIENTOS POLIMÉRICO-MINERALES ACUOSOS,75972.01,49381.82,684250.09,589548.41,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2021/5,AVI,B98550387,CLEANITY SL,CLEANITY SL,Private for-profit,Private for-profit,39 28 38,0 29 14,INVESTIGACIÓN Y DESARROLLO DE UN SISTEMA BIOTECNOLÓGICO INTEGRAL DE LIMPIEZA Y DESINFECCIÓN DE PATÓGENOS CON APLICACIÓN EN SEGURIDAD ALIMENTARIA Y ÁMBITO CLÍNICO (2),153186.25,99571.07,800471.06,715546.38,1,2021
INNCAD/2021/132,AVI,B97546394,CLAM DESARROLLO S.L.,CLAM DESARROLLO S.L.,Private for-profit,Private for-profit,39 25 41,0 24 31,CONTROL Y AUTOMATIZACIÓN DE LA IMPRESIÓN 3D DE MATERIALES SOSTENIBLES EN EL SECTOR DE LA CONSTRUCCIÓN,157583.29,94549.98,672679.23,323007.56,1,2021
,,,,,,,,,,,,,,,
INNCAD/2021/78,AVI,B98129158,CHIC-KLES GUM SL,CHIC-KLES GUM SL,Private for-profit,Private for-profit,39 28 37,0 32 20,NUEVAS GOMAS DE MASCAR FUNCIONALES CON PROBIÓTICOS,425013.86,212506.94,784491.21,356297.89,1,2021
IMIDCA/2021/30,IVACE,B98129158,CHIC-KLES GUM SL,CHIC-KLES GUM SL,Private for-profit,Private for-profit,39 28 37,0 32 20,NUEVAS GOMAS DE MASCAR FUNCIONALES CON PROBIOTICOS ANTIOXIDANTES,135491,67745.5,276444,124126.7,1,2021
INNEST/2021/132,AVI,B54976378,CFZ COBOTS SL,CFZ COBOTS SL,Private for-profit,Micro company,38 16 23,0 41 12,DESARROLLO DE UN ASISTENTE ROBÓTICO PARA EL DIAGNÓSTICO DE CÁNCER EN DERMATOLOGÍA,169200,135360,527011.04,442186.79,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
IMIDCA/2017/28,IVACE,B54620844,"CERMONBOX, SL","CERMONBOX, SL",Private for-profit,Private for-profit,38 41 48,0 28 32,"Desarrollo de materiales de cartón con propiedades mejoradas y funcionales, para fabricación de perchas activas personalizadas",52000,28600,113400,62370,1,2017
IMIDCA/2017/16,IVACE,B12007357,"CERÁMICS MYR, SL","CERÁMICS MYR, SL",Private for-profit,Private for-profit,40 06 06,0 12 31,Desarrollo de tintas micrométricas base acuosa con efecto cerámico brillo flotante para su aplicación Inkjet,120303,42106.05,398450,111642.8,1,2017
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
IMIDCA/2020/16,IVACE,B12508370,CASVA SEGURIDAD SOCIEDAD LIMITADA,CASVA SEGURIDAD SOCIEDAD LIMITADA,Private for-profit,Private for-profit,39 58 18,0 00 48,Gesecur desarrollo de un sistema de trazabilidad y gestión de datos mediante tecnologías de registro distribuido y big data en el sector de la seguridad,42720,17088,82131,40734.6,1,2020
IMIDCA/2017/19,IVACE,F03056181,"CARTONAJES AITANA, COOP.V.","CARTONAJES AITANA, COOP.V.",Cooperatives,Cooperatives,38 44 27,0 26 08,"Desarrollo de materiales de cartón con propiedades mejoradas y funcionales, para fabricación de perchas activas personalizadas",61400,33770,113400,62370,1,2017
IMIDCA/2018/22,IVACE,B96827258,"CARPINTERÍA METÁLICA LUZ, SL","CARPINTERÍA METÁLICA LUZ, SL",Private for-profit,Private for-profit,39 21 17,0 36 32,Investigación y desarrollo de un nuevo diseño de resonadores a integrar en los dipesores de las plantillas acústicas crystalofnoise para infraestructuras viarias,25490,11470.5,138986,44924.5,1,2018
,,,,,,,,,,,,,,,
INNEST/2021/283,AVI,R0300205B,CARITAS DIOCESANA ORIHUELA-ALICANTE,CARITAS DIOCESANA ORIHUELA-ALICANTE,Other,Other,38 20 38,0 29 14,PLATAFORMA DE CONEXIÓN SOCIAL A TRAVÉS DE PROGRAMAS DE MENTORING Y DE JUEGOS SOCIALES PARA LA PROMOCIÓN DE LA CAPACITACIÓN Y EL EMPODERAMIENTO DE LAS PERSONAS MAYORES,153617.56,153617.56,1015328.63,752819.67,1,2021
INNEST/2022/394,AVI,A03001963,"CANDIDO MIRÓ, S.A.","CANDIDO MIRÓ, S.A.",Private for-profit,Medium company,38 41 20,0 29 57,VALORIZACIÓN DE BIOMASA PROCEDENTE DE RESIDUOS Y SUBPRODUCTOS OLIVÍCOLAS PARA LA OBTENCIÓN DE CARBONES ACTIVOS DE ALTO VALOR AÑADIDO,279491.4,139745.7,679492.1,379746.12,1,2022
INNCAD/2021/148,AVI,B96497540,CALVO IZQUIERDO SL,CALVO IZQUIERDO SL,Private for-profit,Private for-profit,39 30 06,1 07 13,I+D DE NUEVOS PRODUCTOS ANTIMICROBIANOS BASADOS EN EXTRACTOS NATURALES DE PLANTAS XERÓFITAS PARA PREVENCIÓN DE INFECCIONES NOSOCOMIALES MEDIANTE LIMPIEZA DE SUPERFICIES Y PIEL,109189.1,65513.46,530561.18,274862.17,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2020/139,AVI,B98276249,CADEL DEINKING SL,CADEL DEINKING SL,Private for-profit,Medium company,38 53 51,0 29 51,Valorización de residuos de carbón activo granular generados en el proceso de potabilización como carbocatalizador sostenible en procesos de ozonización del ciclo integral del agua,100000,61903.55,581895.44,418341.72,1,2020
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
IMIDCA/2016/21,IVACE,B98659071,BTP INFRAESTRUCTURAS SL,BTP INFRAESTRUCTURAS SL,Private for-profit,Private for-profit,39 29 01,0 21 51,Desarrollo de modelado 3D,82587,37164.15,226025,73023.65,1,2016
,,,,,,,,,,,,,,,
INNEST/2021/206,AVI,B80767445,BRAINSTORM MULTIMEDIA SL,BRAINSTORM MULTIMEDIA SL,Private for-profit,Small company,39 27 53,0 22 08,ARQUITECTURA DE INTELIGENCIA ARTIFICIAL Y REALIDAD VIRTUAL PARA GENERACIÓN DE EXPERIENCIAS TURÍSTICAS PERSONALIZADAS Y SOSTENIBLES,182433.44,109460.06,718102.68,559328.34,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
IMIDCA/2021/56,IVACE,B80767445,BRAINSTORM MULTIMEDIA SL,BRAINSTORM MULTIMEDIA SL,Private for-profit,Small company,39 27 53,0 22 08,"Investigación e integración de nuevas tecnologías TICs para el desarrollo de una nueva generación de sistemas de gestión de información capturada desde
sensores aerotransportados-TRANSVISUAL",178139,106883.4,300223,180133.8,1,2021
,,,,,,,,,,,,,,,
INNEST/2021/272,AVI,B80767445,BRAINSTORM MULTIMEDIA SL,BRAINSTORM MULTIMEDIA SL,Private for-profit,Small company,39 27 53,0 22 08,PLATAFORMA DE CONEXIÓN SOCIAL A TRAVÉS DE PROGRAMAS DE MENTORING Y DE JUEGOS SOCIALES PARA LA PROMOCIÓN DE LA CAPACITACIÓN Y EL EMPODERAMIENTO DE LAS PERSONAS MAYORES,306406.07,183843.63,1015328.63,752819.67,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2021/152,AVI,B12854972,BLUEPLASMA POWER SL,BLUEPLASMA POWER SL,Private for-profit,Private for-profit,39 58 27,0 03 07,"GESTIÓN INTELIGENTE, TRAZABILIDAD, DESCONTAMINACIÓN Y VALORIZACIÓN MEDIANTE TECNOLOGÍAS DE RECICLADO TERMOQUÍMICO DE EPIS Y RESIDUOS PLÁSTICOS HOSPITALARIOS PARA LA OBTENCIÓN DE PRODUCTOS DE ALTO VALOR AÑADIDO",208700,125220,644833.27,492367.34,1,2021
INNCAD/2021/68,AVI,B98202146,"BIOVIC CONSULTING, S.L.","BIOVIC CONSULTING, S.L.",Private for-profit,Private for-profit,39 25 43,0 24 23,RECUPERACIÓN AVANZADA DE NUTRIENTES DE LODOS DE DEPURADORA PARA LA OBTENCIÓN DE PRODUCTOS DE VALOR AÑADIDO PARA AGRICULTURA: BIOESTIMULANTES Y FERTILIZANTES LÍQUIDOS,120381.5,60190.75,604512.2,408767.76,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNCAD/2021/101,AVI,B97488035,"BIOTICA BIOQUIMICA ANALITICA, SL","BIOTICA BIOQUIMICA ANALITICA, SL",Private for-profit,Private for-profit,39 59 42,0 03 45,SISTEMA AVANZADO DIGITALIZADO PARA CONTROL DE LA CALIDAD DE LAS AGUAS REGENERADAS,131592.52,78955.51,603548.52,267737.91,1,2021
,,,,,,,,,,,,,,,
IMIDCA/2019/23,IVACE,B98411895,BIOSEQUENCE SL,BIOSEQUENCE SL,Private for-profit,Private for-profit,39 33 03,0 28 14,Investigación y validación de paneles de secuenciación mediante plataformas NGS para la detección de variantes del cáncer y el cálculo de la carga mutacional SEQ4TMB,132928,79756.8,274740,136481.6,1,2019
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2021/273,AVI,B97332449,BIOPOLIS S.L.,BIOPOLIS S.L.,Private for-profit,Private for-profit,39 30 53,0 25 26,ESTUDIO PARA EL DESARROLLO DE EQUIPOS DE PROTECCIÓN INDIVIDUAL MEJORADOS CON CAPACIDADES ANTIMICROBIANAS,109419,43767.61,586612.96,410236.09,1,2021
IMIDCA/2016/28,IVACE,B97332449,BIOPOLIS S.L.,BIOPOLIS S.L.,Private for-profit,Private for-profit,39 30 53,0 25 26,Investigación en biorrefinería urbana: valorización de los residuos urbanos mediante la obtención de bioetanol y bioproductos. FORSU2BIO,189379,104158.45,411406,204070.6,1,2016
INNCAD/2021/44,AVI,B97332449,BIOPOLIS S.L.,BIOPOLIS S.L.,Private for-profit,Private for-profit,39 30 53,0 25 26,NUEVAS GOMAS DE MASCAR FUNCIONALES CON PROBIÓTICOS,359477.35,143790.95,784491.21,356297.89,1,2021
IMIDCA/2021/51,IVACE,B97332449,BIOPOLIS S.L.,BIOPOLIS S.L.,Private for-profit,Private for-profit,39 30 53,0 25 26,NUEVAS GOMAS DE MASCAR FUNCIONALES CON PROBIOTICOS ANTIOXIDANTES,140953,56381.2,276444,124126.7,1,2021
,,,,,,,,,,,,,,,
INNEST00/18/018,AVI,B97332449,BIOPOLIS S.L.,BIOPOLIS S.L.,Private for-profit,Private for-profit,39 30 53,0 25 26,PROFERTILITY,249590.78,162234.01,574212.04,442570.82,1,2018
INNEST/2022/169,AVI,B98508039,BIONOS BIOTECH SOCIEDAD LIMITADA,BIONOS BIOTECH SOCIEDAD LIMITADA,Private for-profit,Small company,39 28 09,0 24 46,PLANIFICACIÓN DE INTERVENCIONES QUIRÚRGICAS DE PRECISIÓN GUIADOS POR HÁBITATS IDENTITARIOS DE TUMORES GLIALES HABILITANDO DECISIONES INTRAOPERATORIAS DE TRATAMIENTO INMUNOTERÁPICO,119876.96,71626.18,798391.82,678173.04,1,2022
INNEST/2021/56,AVI,B98508039,BIONOS BIOTECH SOCIEDAD LIMITADA,BIONOS BIOTECH SOCIEDAD LIMITADA,Private for-profit,Small company,39 28 09,0 24 46,SISTEMA INTELIGENTE DE APOYO A LA TOMA DE DECISIONES CLÍNICAS EN MEDICINA DE PRECISIÓN (2),187051.71,93525.86,713878.8,620352.95,1,2021
IMIDCA/2019/16,IVACE,B35591411,BIOLOGICA NATURE SLU,BIOLOGICA NATURE SLU,Private for-profit,Private for-profit,39 28 30,0 30 02,Investigación y desarrollo de nuevos formulados para el control de enfermedades aéreas,128797,77278.2,187156,112288.2,1,2019
,,,,,,,,,,,,,,,
INNEST/2021/147,AVI,B42501569,BIOITHAS SL,BIOITHAS SL,Private for-profit,Private for-profit,38 21 46,0 29 15,DESARROLLO DE PROBIOTICOS Y PRODUCTOS DE VALOR AÑADIDO A PARTIR DE RESIDUOS DE LA FABRICACION DE CERVEZA,274150,217806.32,590876.02,534532.34,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
IMIDCA/2021/45,IVACE,B42501569,BIOITHAS SL,BIOITHAS SL,Private for-profit,Private for-profit,39 37 38,0 40 21,NUEVO KIT DE DIAGNÓSTICO DEL CÁNCER EPIDERMOIDE DE CABEZA Y CUELLO (CECC) APARTIR DEL ÁNALISIS DE COMPOSICIÓN DE LA MICROBIOTA SALIVAL,68055,40833,181398,108838.8,1,2021
INNEST/2022/3,AVI,B12824629,BIOINICIA SL,BIOINICIA SL,Private for-profit,Small company,39 31 14,0 27 25,DESARROLLO Y FABRICACIÓN DE ELASTÓMEROS BIODEGRADABLES Y BIOBASADOS PARA APLICACIONES MULTISECTORIALES EN UN CONTEXTO DE BIOECONOMÍA CIRCULAR,260516,156309.6,635034.57,530828.17,1,2022
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
IMIDCA/2016/19,IVACE,B46331245,BETELGEUX S.L.,BETELGEUX S.L.,Private for-profit,Private for-profit,38 54 27,0 12 56,Evaluación del impacto de las operaciones de limpieza y desinfeccion en la microbiota de las industrias alimentarias,106208.46,47793.79,206577.16,92959.7,1,2016
INNEST00/19/111,AVI,B46331245,BETELGEUX S.L.,BETELGEUX S.L.,Private for-profit,Private for-profit,38 54 27,0 12 56,MULTICIDE,95010.54,35304.22,528888.4,469182.08,1,2019
,,,,,,,,,,,,,,,
INNEST/2022/139,AVI,B42525303,BESPOKE FACTORY GROUP S.L.,BESPOKE FACTORY GROUP S.L.,Private for-profit,Small company,38 16 41,0 40 35,RECICLADO DE RESIDUOS PLÁSTICOS COMPLEJOS DE MEZCLAS ALGODÓN-POLIESTER,199978.12,119986.87,686599.16,606607.91,1,2022
,,,,,,,,,,,,,,,
IMIDCA/2019/14,IVACE,B98534704,BELIKE SOFTWARE SOCIEDAD LIMITADA,BELIKE SOFTWARE SOCIEDAD LIMITADA,Private for-profit,Private for-profit,39 29 02,0 22 40,Sistema inteligente de aprendizaje automático para una gestión eficiente de la flota de contenedores por las agencias marítimas locales,46630,27987,127622.32,60383.92,1,2019
INNCAD/2021/146,AVI,A46041711,"BECSA, SA","BECSA, SA",Private for-profit,Big company,39 58 18,0 00 48,CONTROL Y AUTOMATIZACIÓN DE LA IMPRESIÓN 3D DE MATERIALES SOSTENIBLES EN EL SECTOR DE LA CONSTRUCCIÓN,283000,113200,672679.23,323007.56,1,2021
IMIDCA/2016/11,IVACE,A46041711,"BECSA, SA","BECSA, SA",Private for-profit,Big company,39 58 18,0 00 48,Investigación y desarrollo de pantallas acústicas basadas en cristales de sonido para infraestructuras viarias,139885,34971.25,203211,57135.35,1,2016
,,,,,,,,,,,,,,,
IMIDCA/2018/13,IVACE,A46041711,"BECSA, SA","BECSA, SA",Private for-profit,Big company,39 58 18,0 00 48,Investigación y desarrollo de un nuevo diseño de resonadores a integrar en los dipesores de las plantillas acústicas crystalofnoise para infraestructuras viarias,88096,22024,138986,44924.5,1,2018
,,,,,,,,,,,,,,,
